,SYMBOL,NAME OF COMPANY,cm01JAN2024bhav.csv
1854,VSSL,Vardhman Special Steels Limited,2.8362305580969887
1855,VSTIND,VST Industries Limited,-0.6839363029280159
1856,VSTTILLERS,V.S.T Tillers Tractors Limited,-2.0511870417912816
1857,VTL,Vardhman Textiles Limited,1.7480253787388322
1858,WABAG,VA Tech Wabag Limited,1.7123287671232879
1859,WALCHANNAG,Walchandnagar Industries Limited,2.4927075046406726
1860,WANBURY,Wanbury Limited,
1861,WATERBASE,Waterbase Limited,
1862,WEALTH,Wealth First Portfolio Managers Limited,
1863,WEBELSOLAR,Websol Energy System Limited,1.5284287752190748
1864,WEIZMANIND,Weizmann Limited,
1865,WEL,Wonder Electricals Limited,-1.5873015873015983
1866,WELCORP,Welspun Corp Limited,4.132080634862716
1867,WELENT,Welspun Enterprises Limited,-0.061302681992333685
1868,WELINV,Welspun Investments and Commercials Limited,
1869,WELSPUNIND,Welspun India Limited,
1870,WENDT,Wendt (India) Limited,-1.8645888390649752
1871,WESTLIFE,WESTLIFE FOODWORLD LIMITED,0.28769051845504345
1872,WEWIN,WE WIN LIMITED,
1873,WHEELS,Wheels India Limited,-1.058620193000131
1874,WHIRLPOOL,Whirlpool of India Limited,-0.2414310275450821
1875,WILLAMAGOR,Williamson Magor & Company Limited,
1876,WINDLAS,Windlas Biotech Limited,11.137026239067055
1877,WINDMACHIN,Windsor Machines Limited,1.699882766705748
1878,WIPL,The Western India Plywoods Limited,
1879,WIPRO,Wipro Limited,1.2412476129853525
1880,WOCKPHARMA,Wockhardt Limited,10.686932956286075
1881,WONDERLA,Wonderla Holidays Limited,2.5858490006524013
1882,WORTH,Worth Peripherals Limited,2.9721079103795156
1883,WSI,W S Industries (I) Limited,
1884,WSTCSTPAPR,West Coast Paper Mills Limited,-0.6100904853303992
1885,XCHANGING,Xchanging Solutions Limited,1.1136890951276128
1886,XELPMOC,Xelpmoc Design And Tech Limited,-4.0469973890339475
1887,XPROINDIA,Xpro India Limited,0.9058494748000254
1888,YAARI,Yaari Digital Integrated Services Limited,4.694835680751173
1889,YESBANK,Yes Bank Limited,5.5944055944055915
1890,YUKEN,Yuken India Limited,-2.1815130750943954
1891,ZEEL,Zee Entertainment Enterprises Limited,3.7677466326902156
1892,ZEELEARN,Zee Learn Limited,
1893,ZEEMEDIA,Zee Media Corporation Limited,7.615894039735102
1894,ZENITHEXPO,Zenith Exports Limited,0.6544094733561928
1895,ZENITHSTL,Zenith Steel Pipes & Industries Limited,
1896,ZENSARTECH,Zensar Technologies Limited,-0.5649717514124182
1897,ZENTEC,Zen Technologies Limited,
1898,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,1.8751288506831407
1899,ZIMLAB,Zim Laboratories Limited,2.427394885132216
1900,ZODIAC,Zodiac Energy Limited,
1901,ZODIACLOTH,Zodiac Clothing Company Limited,2.6534653465346487
1902,ZOMATO,Zomato Limited,0.6467259498787366
1903,ZOTA,Zota Health Care LImited,1.7250502698698347
1904,ZUARI,Zuari Agro Chemicals Limited,4.154538237629015
1905,ZUARIIND,ZUARI INDUSTRIES LIMITED,2.862933873828227
1906,ZYDUSLIFE,Zydus Lifesciences Limited,1.4437028438769488
1907,ZYDUSWELL,Zydus Wellness Limited,-0.005948486110279523
